timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-11T16:10:07,small_random_forest_50_trees,23c8523a-dc81-4ecc-8e76-522c90512cb7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.6242884579114616,1.4038659052593412e-08,8.642959311946699e-09,8.5,0.0,3.0,2.635474483961136e-06,0.0,9.300305207337564e-07,3.5655050046948926e-06,0.0,Canada,CAN,quebec,,,macOS-15.6-arm64-arm-64bit-Mach-O,3.13.0,3.2.8,8,Unknown,0,,-71.2,46.8,8.0,machine,0,0,0,0,N,1.0,0.0
2026-06-11T16:10:09,larger_random_forest_400_trees,56cb5ec6-9b6c-4e8b-9e26-781b03ca4b7b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.1703977920114994,2.104260464344537e-08,9.695275548517459e-09,8.555768500000001,0.0,3.0,3.956970644449103e-06,0.0,1.3873796875122935e-06,5.344350331961396e-06,0.0,Canada,CAN,quebec,,,macOS-15.6-arm64-arm-64bit-Mach-O,3.13.0,3.2.8,8,Unknown,0,,-71.2,46.8,8.0,machine,0,0,0,0,N,1.0,0.0
